,date,text,GPE
257,2018/03/14_13:12,Just because I have more time to watch games doesnâ€™t mean my picks will be better but here are my brackets this year: https://go.obama.org/2018bracketÂ pic.twitter.com/gnNXw0Ysxr,[]
258,2018/03/14_07:58,Have fun out there among the stars.pic.twitter.com/S285MTwGtp,[]
259,2018/03/12_11:12,Four years ago @MichelleObama and I had the privilege to host Lt. Cmdr.,[]
260,2018/03/12_11:12,Dan Cnossen and his fellow Paralympians and Olympians at the White House.,[]
261,2018/03/12_11:12,Today weâ€™re so proud of him for winning gold and silver - while still representing the red white and blue.pic.twitter.com/evDCV7zehM,[]
262,2018/02/27_18:58,I got my start holding community meetings in Chicago so it was fun to be home for one tonight.,['Chicago']
263,2018/02/27_18:58,Michelle and I want the world to come together on the South Side at a place built with local ideas values and hopes.,[]
264,2018/02/27_18:58,Thatâ€™s the @ObamaFoundation and Presidential Center.https://twitter.com/obamafoundation/status/968681134480674817Â â€¦,[]
265,2018/02/22_08:00,Young people have helped lead all our great movements.,[]
266,2018/02/22_08:00,How inspiring to see it again in so many smart fearless students standing up for their right to be safe; marching and organizing to remake the world as it should be.,[]
267,2018/02/22_08:00,We've been waiting for you.,[]
268,2018/02/22_08:00,And we've got your backs.,[]
269,2018/02/21_08:33,Billy Graham was a humble servant who prayed for so many - and who with wisdom and grace gave hope and guidance to generations of Americans.,[]
270,2018/02/15_09:12,We are grieving with Parkland.,['Parkland']
271,2018/02/15_09:12,But we are not powerless.,[]
272,2018/02/15_09:12,Caring for our kids is our first job.,[]
273,2018/02/15_09:12,And until we can honestly say that we're doing enough to keep them safe from harm including long overdue common-sense gun safety laws that most Americans want then we have to change.,[]
274,2018/02/14_08:25,Happy Valentineâ€™s Day @MichelleObama.,[]
275,2018/02/14_08:25,You make every day and every place better.pic.twitter.com/aWvyytR7Mm,[]
276,2018/01/15_06:46,Dr. King was 26 when the Montgomery bus boycott began.,[]
277,2018/01/15_06:46,He started small rallying others who believed their efforts mattered pressing on through challenges and doubts to change our world for the better.,[]
278,2018/01/15_06:46,A permanent inspiration for the rest of us to keep pushing towards justice.,[]
279,2017/12/29_08:11,All across America people chose to get involved get engaged and stand up.,['America']
280,2017/12/29_08:11,Each of us can make a difference and all of us ought to try.,[]
281,2017/12/29_08:11,So go keep changing the world in 2018.,[]
282,2017/12/29_08:10,Ten-year-old Jahkil Jackson is on a mission to help homeless people in Chicago.,['Chicago']
283,2017/12/29_08:10,He created kits full of socks toiletries and food for those in need.,[]
284,2017/12/29_08:10,Just this week Jahkil reached his goal to give away 5000 â€œblessing bags.â€� Thatâ€™s a story from 2017.http://www.chicagotribune.com/lifestyles/stevens/ct-life-stevens-wednesday-10-year-old-helps-homeless-0927-story.htmlÂ â€¦,[]
285,2017/12/29_08:10,Chris Long gave his paychecks from the first six games of the NFL season to fund scholarships in Charlottesville VA.,['Charlottesville VA']
286,2017/12/29_08:10,He wanted to do more so he decided to give away an entire seasonâ€™s salary.,[]
287,2017/12/29_08:10,Thatâ€™s a story from 2017.http://www.philly.com/philly/sports/eagles/philadelphia-eagles-chris-long-donated-paychecks-charity-20171019.htmlÂ â€¦,[]
288,2017/12/29_08:09,Kat Creech a wedding planner in Houston turned a postponed wedding into a volunteer opportunity for Hurricane Harvey victims.,['Houston']
289,2017/12/29_08:09,Thirty wedding guests became an organization of hundreds of volunteers.,[]
290,2017/12/29_08:09,Thatâ€™s a story from 2017.https://www.click2houston.com/news/couple-postpones-wedding-inspires-help-for-harvey-victimsÂ â€¦,[]
291,2017/12/29_08:09,As we count down to the new year we get to reflect and prepare for whatâ€™s ahead.,[]
292,2017/12/29_08:09,For all the bad news that seemed to dominate our collective consciousness there are countless stories from this year that remind us what's best about America.,['America']
293,2017/12/25_08:05,On behalf of the Obama family Merry Christmas!,[]
294,2017/12/25_08:05,We wish you joy and peace this holiday season.pic.twitter.com/CNFUZrhrBj,[]
295,2017/12/14_14:39,There's no better time than the holiday season to reach out and give back to our communities.,[]
296,2017/12/14_14:39,Great to hear from young people at the Boys & Girls Club in DC today.pic.twitter.com/FSJkj1qwg9,['DC']
297,2017/12/12_16:17,Happy Hanukkah everybody from the Obama family to yours.,[]
298,2017/12/12_16:17,Chag Sameach!,[]
299,2017/12/11_12:16,Just got off a call to thank folks who are working hard to help more Americans across the country sign up for health coverage.,[]
300,2017/12/11_12:16,But it's up to all of us to help spread the word: Sign up through this Friday at http://HealthCare.govÂ .https://twitter.com/getuscovered/status/940289973869215749Â â€¦,[]
301,2017/11/27_13:13,Michelle and I are delighted to congratulate Prince Harry and Meghan Markle on their engagement.,[]
302,2017/11/27_13:13,We wish you a lifetime of joy and happiness together.,[]
303,2017/11/23_06:44,From the Obama family to yours we wish you a Happy Thanksgiving full of joy and gratitude.pic.twitter.com/xAvSQwjQkz,[]
304,2017/11/20_11:02,ME: Joe about halfway through the speech Iâ€™m gonna wish you a happy birth-- BIDEN: ITâ€™S MY BIRTHDAY!,[]
305,2017/11/20_11:02,ME: Joe.,[]
306,2017/11/20_11:02,Happy birthday to @JoeBiden my brother and the best vice president anybody could have.pic.twitter.com/sKbXjNiEjH,[]
307,2017/11/08_05:25,This is what happens when the people vote.,[]
308,2017/11/08_05:25,Congrats @RalphNortham and @PhilMurphyNJ .,['@PhilMurphyNJ']
309,2017/11/08_05:25,And congratulations to all the victors in state legislative county and mayors' races.,[]
310,2017/11/08_05:25,Every office in a democracy counts!,[]
311,2017/11/06_17:02,Every election matters - those who show up determine our future.,[]
312,2017/11/06_17:02,Go vote tomorrow!http://www.vote.orgÂ,[]
313,2017/11/05_16:51,May God also grant all of us the wisdom to ask what concrete steps we can take to reduce the violence and weaponry in our midst.,[]
314,2017/11/05_16:51,We grieve with all the families in Sutherland Springs harmed by this act of hatred and weâ€™ll stand with the survivors as they recover...,[]
315,2017/11/01_06:06,Starting today you can sign up for 2018 health coverage.,[]
316,2017/11/01_06:06,Head on over to http://HealthCare.govÂ  and find a plan that meets your needs.https://twitter.com/getuscovered/status/925709097076449280Â â€¦,[]
317,2017/10/31_17:56,Michelle and I are thinking of the victims of today's attack in NYC and everyone who keeps us safe.,['us']
318,2017/10/31_17:56,New Yorkers are as tough as they come.,[]
319,2017/10/30_14:36,Hello #ObamaSummit!,[]
320,2017/10/30_14:36,Thrilled to host civic leaders in Chicago from all over the world.,['Chicago']
321,2017/10/30_14:36,Follow along at @ObamaFoundation.,[]
322,2017/10/23_15:03,Iâ€™ll let you and @ladygaga handle the singing and weâ€™ll handle the donations.,[]
323,2017/10/23_15:03,Thereâ€™s still time to give: http://oneamericaappeal.orgÂ .https://twitter.com/georgehwbush/status/922485638846443520Â â€¦,[]
324,2017/10/21_17:02,Tonight the ex-Presidents are getting together in Texas to support all our fellow Americans rebuilding from this yearâ€™s hurricanes.,['Texas']
325,2017/10/21_17:02,Join us.https://twitter.com/americaappeal/status/921884880102875136Â â€¦,[]
326,2017/10/16_15:59,I'm grateful to @SenJohnMcCain for his lifetime of service to our country.,['@SenJohnMcCain']
327,2017/10/16_15:59,Congratulations John on receiving this year's Liberty Medal.,[]
328,2017/10/02_05:41,Michelle & I are praying for the victims in Las Vegas.,['Las Vegas']
329,2017/10/02_05:41,Our thoughts are with their families & everyone enduring another senseless tragedy.,[]
330,2017/09/29_19:22,Proud to cheer on Team USA at the Invictus Games today with my friend Joe.,[]
331,2017/09/29_19:22,You represent the best of our country.pic.twitter.com/WBzcltmgqj,[]
332,2017/09/26_10:03,We're expanding our efforts to help Puerto Rico & the USVI where our fellow Americans need us right now.,[]
333,2017/09/26_10:03,Join us at http://oneamericaappeal.orgÂ https://twitter.com/barackobama/status/905930380783620097Â â€¦,[]
334,2017/09/25_16:36,Prosecutor soldier family man citizen.,[]
335,2017/09/25_16:36,Beau made us want to be better.,[]
336,2017/09/25_16:36,What a legacy to leave.,[]
337,2017/09/25_16:36,What a testament to @JoeBiden.https://twitter.com/joebiden/status/912459460316188673Â â€¦,[]
338,2017/09/19_19:30,Thinking about our neighbors in Mexico and all our Mexican-American friends tonight.,['Mexico']
339,2017/09/19_19:30,Cuidense mucho y un fuerte abrazo para todos.,[]
340,2017/09/18_13:07,Coding is important â€“ and fun.,[]
341,2017/09/18_13:07,@CSforAll thanks for your work to make sure every kid can compete in a high-tech global economy.https://twitter.com/csforall/status/909870350690865152Â â€¦,[]
342,2017/09/13_07:08,Michelle and I want the @ObamaFoundation to inspire and empower people to change the world.,[]
343,2017/09/13_07:08,Here's how we're getting started this fall.https://twitter.com/obamafoundation/status/907938000113467392Â â€¦,[]
344,2017/09/11_08:32,We remember everyone we lost on 9/11 and honor all who defend our country and our ideals.,[]
345,2017/09/11_08:32,No act of terror will ever change who we are.,[]
346,2017/09/08_14:34,Proud of these McKinley Tech studentsâ€”inspiring young minds that make me hopeful about our future.pic.twitter.com/nqYC1mjjTB,[]
347,2017/09/07_16:06,Americans always answer the call.,[]
348,2017/09/07_16:06,http://OneAmericaAppeal.orgÂ pic.twitter.com/ktEvL6s89d,[]
349,2017/09/05_11:52,To target hopeful young strivers who grew up here is wrong because theyâ€™ve done nothing wrong.,[]
350,2017/09/05_11:52,My statement: http://www.facebook.com/barackobama/Â,[]
351,2017/08/27_16:14,Thank you to all the first responders and people helping each other out.,[]
352,2017/08/27_16:14,That's what we do as Americans.,[]
353,2017/08/27_16:14,Here's one way you can help now.https://twitter.com/redcross/status/901546157238833152Â â€¦,[]
354,2017/08/17_12:15,Michelle and I are thinking of the victims and their families in Barcelona.,['Barcelona']
355,2017/08/17_12:15,Americans will always stand with our Spanish friends.,[]
356,2017/08/17_12:15,Un abrazo.,[]
357,2017/08/12_17:06,...For love comes more naturally to the human heart than its opposite.,[]
358,2017/08/12_17:06,- Nelson Mandela,[]
359,2017/08/12_17:06,People must learn to hate and if they can learn to hate they can be taught to love...,[]
360,2017/08/12_17:06,No one is born hating another person because of the color of his skin or his background or his religion...pic.twitter.com/InZ58zkoAm,[]
361,2017/07/19_17:49,John McCain is an American hero & one of the bravest fighters I've ever known.,[]
362,2017/07/19_17:49,Cancer doesn't know what it's up against.,[]
363,2017/07/19_17:49,Give it hell John.,[]
364,2017/06/22_12:41,Health care has always been about something bigger than politics: it's about the character of our country.,[]
